Datum,Zeit,W [cm]
1/15/1994,0:30:00,406
1/15/1994,0:45:00,406
1/15/1994,1:00:00,406
1/15/1994,1:15:00,406
1/15/1994,1:30:00,406
1/15/1994,1:45:00,406
1/15/1994,2:00:00,406
1/15/1994,2:15:00,406
1/15/1994,2:30:00,405
1/15/1994,2:45:00,405
1/15/1994,3:00:00,405
1/15/1994,3:15:00,405
1/15/1994,3:30:00,405
1/15/1994,3:45:00,405
1/15/1994,4:00:00,405
1/15/1994,4:15:00,405
1/15/1994,4:30:00,405
1/15/1994,4:45:00,405
1/15/1994,5:00:00,405
1/15/1994,5:15:00,404
1/15/1994,5:30:00,404
1/15/1994,5:45:00,404
1/15/1994,6:00:00,404
1/15/1994,6:15:00,404
1/15/1994,6:30:00,403
1/15/1994,6:45:00,403
1/15/1994,7:00:00,403
1/15/1994,7:15:00,403
1/15/1994,7:30:00,404
1/15/1994,7:45:00,404
1/15/1994,8:00:00,404
1/15/1994,8:15:00,404
1/15/1994,8:30:00,404
1/15/1994,8:45:00,404
1/15/1994,9:00:00,404
1/15/1994,9:15:00,403
1/15/1994,9:30:00,403
1/15/1994,9:45:00,403
1/15/1994,10:00:00,403
1/15/1994,10:15:00,403
1/15/1994,10:30:00,403
1/15/1994,10:45:00,403
1/15/1994,11:00:00,403
1/15/1994,11:15:00,403
1/15/1994,11:30:00,403
1/15/1994,11:45:00,403
1/15/1994,12:00:00,403
1/15/1994,12:15:00,403
1/15/1994,12:30:00,403
1/15/1994,12:45:00,403
1/15/1994,13:00:00,403
1/15/1994,13:15:00,403
1/15/1994,13:30:00,403
1/15/1994,13:45:00,403
1/15/1994,14:00:00,403
1/15/1994,14:15:00,402
1/15/1994,14:30:00,402
1/15/1994,14:45:00,402
1/15/1994,15:00:00,402
1/15/1994,15:15:00,402
1/15/1994,15:30:00,402
1/15/1994,15:45:00,402
1/15/1994,16:00:00,400
1/15/1994,16:15:00,400
1/15/1994,16:30:00,399
1/15/1994,16:45:00,399
1/15/1994,17:00:00,400
1/15/1994,17:15:00,400
1/15/1994,17:30:00,400
1/15/1994,17:45:00,400
1/15/1994,18:00:00,400
1/15/1994,18:15:00,400
1/15/1994,18:30:00,400
1/15/1994,18:45:00,400
1/15/1994,19:00:00,400
1/15/1994,19:15:00,400
1/15/1994,19:30:00,400
1/15/1994,19:45:00,400
1/15/1994,20:00:00,400
1/15/1994,20:15:00,400
1/15/1994,20:30:00,401
1/15/1994,20:45:00,401
1/15/1994,21:00:00,401
1/15/1994,21:15:00,401
1/15/1994,21:30:00,401
1/15/1994,21:45:00,401
1/15/1994,22:00:00,401
1/15/1994,22:15:00,401
1/15/1994,22:30:00,401
1/15/1994,22:45:00,400
1/15/1994,23:00:00,400
1/15/1994,23:15:00,400
1/15/1994,23:30:00,400
1/15/1994,23:45:00,400
1/16/1994,0:00:00,400
1/16/1994,0:15:00,403
1/16/1994,0:30:00,403
1/16/1994,0:45:00,404
1/16/1994,1:00:00,404
1/16/1994,1:15:00,404
1/16/1994,1:30:00,404
1/16/1994,1:45:00,404
1/16/1994,2:00:00,404
1/16/1994,2:15:00,404
1/16/1994,2:30:00,404
1/16/1994,2:45:00,404
1/16/1994,3:00:00,404
1/16/1994,3:15:00,404
1/16/1994,3:30:00,404
1/16/1994,3:45:00,404
1/16/1994,4:00:00,404
1/16/1994,4:15:00,404
1/16/1994,4:30:00,404
1/16/1994,4:45:00,404
1/16/1994,5:00:00,404
1/16/1994,5:15:00,404
1/16/1994,5:30:00,404
1/16/1994,5:45:00,404
1/16/1994,6:00:00,404
1/16/1994,6:15:00,404
1/16/1994,6:30:00,404
1/16/1994,6:45:00,404
1/16/1994,7:00:00,404
1/16/1994,7:15:00,404
1/16/1994,7:30:00,404
1/16/1994,7:45:00,404
1/16/1994,8:00:00,404
1/16/1994,8:15:00,404
1/16/1994,8:30:00,404
1/16/1994,8:45:00,402
1/16/1994,9:00:00,402
1/16/1994,9:15:00,402
1/16/1994,9:30:00,402
1/16/1994,9:45:00,403
1/16/1994,10:00:00,403
1/16/1994,10:15:00,403
1/16/1994,10:30:00,403
1/16/1994,10:45:00,403
1/16/1994,11:00:00,403
1/16/1994,11:15:00,403
1/16/1994,11:30:00,403
1/16/1994,11:45:00,403
1/16/1994,12:00:00,403
1/16/1994,12:15:00,403
1/16/1994,12:30:00,403
1/16/1994,12:45:00,403
1/16/1994,13:00:00,403
1/16/1994,13:15:00,403
1/16/1994,13:30:00,403
1/16/1994,13:45:00,404
1/16/1994,14:00:00,404
1/16/1994,14:15:00,404
1/16/1994,14:30:00,404
1/16/1994,14:45:00,403
1/16/1994,15:00:00,403
1/16/1994,15:15:00,403
1/16/1994,15:30:00,403
1/16/1994,15:45:00,403
1/16/1994,16:00:00,403
1/16/1994,16:15:00,403
1/16/1994,16:30:00,404
1/16/1994,16:45:00,404
1/16/1994,17:00:00,404
1/16/1994,17:15:00,404
1/16/1994,17:30:00,404
1/16/1994,17:45:00,404
1/16/1994,18:00:00,404
1/16/1994,18:15:00,404
1/16/1994,18:30:00,404
1/16/1994,18:45:00,404
1/16/1994,19:00:00,404
1/16/1994,19:15:00,404
1/16/1994,19:30:00,404
1/16/1994,19:45:00,404
1/16/1994,20:00:00,404
1/16/1994,20:15:00,404
1/16/1994,20:30:00,405
1/16/1994,20:45:00,405
1/16/1994,21:00:00,405
1/16/1994,21:15:00,405
1/16/1994,21:30:00,406
1/16/1994,21:45:00,406
1/16/1994,22:00:00,406
1/16/1994,22:15:00,406
1/16/1994,22:30:00,406
1/16/1994,22:45:00,406
1/16/1994,23:00:00,406
1/16/1994,23:15:00,406
1/16/1994,23:30:00,406
1/16/1994,23:45:00,407
1/17/1994,0:00:00,407
1/17/1994,0:15:00,406
1/17/1994,0:30:00,406
1/17/1994,0:45:00,404
1/17/1994,1:00:00,404
1/17/1994,1:15:00,404
1/17/1994,1:30:00,404
1/17/1994,1:45:00,404
1/17/1994,2:00:00,404
1/17/1994,2:15:00,404
1/17/1994,2:30:00,405
1/17/1994,2:45:00,405
1/17/1994,3:00:00,405
1/17/1994,3:15:00,405
1/17/1994,3:30:00,405
1/17/1994,3:45:00,405
1/17/1994,4:00:00,405
1/17/1994,4:15:00,405
1/17/1994,4:30:00,405
1/17/1994,4:45:00,405
1/17/1994,5:00:00,405
1/17/1994,5:15:00,406
1/17/1994,5:30:00,406
1/17/1994,5:45:00,406
1/17/1994,6:00:00,406
1/17/1994,6:15:00,406
1/17/1994,6:30:00,406
1/17/1994,6:45:00,406
1/17/1994,7:00:00,406
1/17/1994,7:15:00,406
1/17/1994,7:30:00,406
1/17/1994,7:45:00,406
1/17/1994,8:00:00,406
1/17/1994,8:15:00,406
1/17/1994,8:30:00,406
1/17/1994,8:45:00,406
1/17/1994,9:00:00,406
1/17/1994,9:15:00,406
1/17/1994,9:30:00,406
1/17/1994,9:45:00,406
1/17/1994,10:00:00,406
1/17/1994,10:15:00,406
1/17/1994,10:30:00,406
1/17/1994,10:45:00,406
1/17/1994,11:00:00,406
1/17/1994,11:15:00,406
1/17/1994,11:30:00,404
1/17/1994,11:45:00,404
1/17/1994,12:00:00,404
1/17/1994,12:15:00,404
1/17/1994,12:30:00,404
1/17/1994,12:45:00,404
1/17/1994,13:00:00,402
1/17/1994,13:15:00,402
1/17/1994,13:30:00,401
1/17/1994,13:45:00,401
1/17/1994,14:00:00,400
1/17/1994,14:15:00,400
1/17/1994,14:30:00,398
1/17/1994,14:45:00,398
1/17/1994,15:00:00,398
1/17/1994,15:15:00,398
1/17/1994,15:30:00,398
1/17/1994,15:45:00,398
1/17/1994,16:00:00,398
1/17/1994,16:15:00,397
1/17/1994,16:30:00,397
1/17/1994,16:45:00,397
1/17/1994,17:00:00,397
1/17/1994,17:15:00,397
1/17/1994,17:30:00,397
1/17/1994,17:45:00,397
1/17/1994,18:00:00,397
1/17/1994,18:15:00,397
1/17/1994,18:30:00,397
1/17/1994,18:45:00,397
1/17/1994,19:00:00,397
1/17/1994,19:15:00,397
1/17/1994,19:30:00,397
1/17/1994,19:45:00,396
1/17/1994,20:00:00,396
1/17/1994,20:15:00,395
1/17/1994,20:30:00,395
1/17/1994,20:45:00,395
1/17/1994,21:00:00,395
1/17/1994,21:15:00,395
1/17/1994,21:30:00,395
1/17/1994,21:45:00,395
1/17/1994,22:00:00,395
1/17/1994,22:15:00,395
1/17/1994,22:30:00,395
1/17/1994,22:45:00,395
1/17/1994,23:00:00,395
1/17/1994,23:15:00,395
1/17/1994,23:30:00,394
1/17/1994,23:45:00,394
1/18/1994,0:00:00,394
1/18/1994,0:15:00,392
1/18/1994,0:30:00,392
1/18/1994,0:45:00,392
1/18/1994,1:00:00,392
1/18/1994,1:15:00,392
1/18/1994,1:30:00,392
1/18/1994,1:45:00,392
1/18/1994,2:00:00,392
1/18/1994,2:15:00,392
1/18/1994,2:30:00,392
1/18/1994,2:45:00,392
1/18/1994,3:00:00,392
1/18/1994,3:15:00,393
1/18/1994,3:30:00,393
1/18/1994,3:45:00,393
1/18/1994,4:00:00,393
1/18/1994,4:15:00,393
1/18/1994,4:30:00,392
1/18/1994,4:45:00,392
1/18/1994,5:00:00,391
1/18/1994,5:15:00,391
1/18/1994,5:30:00,390
1/18/1994,5:45:00,390
1/18/1994,6:00:00,390
1/18/1994,6:15:00,388
1/18/1994,6:30:00,388
1/18/1994,6:45:00,387
1/18/1994,7:00:00,387
1/18/1994,7:15:00,385
1/18/1994,7:30:00,385
1/18/1994,7:45:00,384
1/18/1994,8:00:00,384
1/18/1994,8:15:00,384
1/18/1994,8:30:00,382
1/18/1994,8:45:00,382
1/18/1994,9:00:00,382
1/18/1994,9:15:00,382
1/18/1994,9:30:00,381
1/18/1994,9:45:00,381
1/18/1994,10:00:00,380
1/18/1994,10:15:00,380
1/18/1994,10:30:00,380
1/18/1994,10:45:00,379
1/18/1994,11:00:00,379
1/18/1994,11:15:00,378
1/18/1994,11:30:00,378
1/18/1994,11:45:00,378
1/18/1994,12:00:00,378
1/18/1994,12:15:00,377
1/18/1994,12:30:00,377
1/18/1994,12:45:00,377
1/18/1994,13:00:00,376
1/18/1994,13:15:00,376
1/18/1994,13:30:00,376
1/18/1994,13:45:00,376
1/18/1994,14:00:00,374
1/18/1994,14:15:00,374
1/18/1994,14:30:00,374
1/18/1994,14:45:00,374
1/18/1994,15:00:00,374
1/18/1994,15:15:00,374
1/18/1994,15:30:00,374
1/18/1994,15:45:00,373
1/18/1994,16:00:00,373
1/18/1994,16:15:00,372
1/18/1994,16:30:00,372
1/18/1994,16:45:00,372
1/18/1994,17:00:00,372
1/18/1994,17:15:00,372
1/18/1994,17:30:00,372
1/18/1994,17:45:00,372
1/18/1994,18:00:00,372
1/18/1994,18:15:00,372
1/18/1994,18:30:00,372
1/18/1994,18:45:00,372
1/18/1994,19:00:00,373
1/18/1994,19:15:00,373
1/18/1994,19:30:00,373
1/18/1994,19:45:00,374
1/18/1994,20:00:00,374
1/18/1994,20:15:00,374
1/18/1994,20:30:00,374
1/18/1994,20:45:00,374
1/18/1994,21:00:00,374
1/18/1994,21:15:00,374
1/18/1994,21:30:00,374
1/18/1994,21:45:00,374
1/18/1994,22:00:00,373
1/18/1994,22:15:00,373
1/18/1994,22:30:00,373
1/18/1994,22:45:00,373
1/18/1994,23:00:00,373
1/18/1994,23:15:00,373
1/18/1994,23:30:00,372
1/18/1994,23:45:00,372
1/19/1994,0:00:00,372
1/19/1994,0:15:00,370
1/19/1994,0:30:00,368
1/19/1994,0:45:00,368
1/19/1994,1:00:00,367
1/19/1994,1:15:00,367
1/19/1994,1:30:00,365
1/19/1994,1:45:00,365
1/19/1994,2:00:00,363
1/19/1994,2:15:00,361
1/19/1994,2:30:00,361
1/19/1994,2:45:00,361
1/19/1994,3:00:00,359
1/19/1994,3:15:00,357
1/19/1994,3:30:00,357
1/19/1994,3:45:00,357
1/19/1994,4:00:00,356
1/19/1994,4:15:00,356
1/19/1994,4:30:00,355
1/19/1994,4:45:00,355
1/19/1994,5:00:00,354
1/19/1994,5:15:00,354
1/19/1994,5:30:00,353
1/19/1994,5:45:00,353
1/19/1994,6:00:00,351
1/19/1994,6:15:00,351
1/19/1994,6:30:00,351
1/19/1994,6:45:00,350
1/19/1994,7:00:00,350
1/19/1994,7:15:00,349
1/19/1994,7:30:00,349
1/19/1994,7:45:00,349
1/19/1994,8:00:00,349
1/19/1994,8:15:00,348
1/19/1994,8:30:00,348
1/19/1994,8:45:00,348
1/19/1994,9:00:00,349
1/19/1994,9:15:00,349
1/19/1994,9:30:00,349
1/19/1994,9:45:00,349
1/19/1994,10:00:00,349
1/19/1994,10:15:00,349
1/19/1994,10:30:00,350
1/19/1994,10:45:00,350
1/19/1994,11:00:00,350
1/19/1994,11:15:00,350
1/19/1994,11:30:00,350
1/19/1994,11:45:00,352
1/19/1994,12:00:00,352
1/19/1994,12:15:00,352
1/19/1994,12:30:00,352
1/19/1994,12:45:00,352
1/19/1994,13:00:00,352
1/19/1994,13:15:00,352
1/19/1994,13:30:00,353
1/19/1994,13:45:00,353
1/19/1994,14:00:00,353
1/19/1994,14:15:00,353
1/19/1994,14:30:00,353
1/19/1994,14:45:00,353
1/19/1994,15:00:00,353
1/19/1994,15:15:00,353
1/19/1994,15:30:00,353
1/19/1994,15:45:00,353
1/19/1994,16:00:00,353
1/19/1994,16:15:00,352
1/19/1994,16:30:00,352
1/19/1994,16:45:00,351
1/19/1994,17:00:00,351
1/19/1994,17:15:00,349
1/19/1994,17:30:00,349
1/19/1994,17:45:00,349
1/19/1994,18:00:00,348
1/19/1994,18:15:00,348
1/19/1994,18:30:00,347
1/19/1994,18:45:00,347
1/19/1994,19:00:00,345
1/19/1994,19:15:00,345
1/19/1994,19:30:00,344
1/19/1994,19:45:00,344
1/19/1994,20:00:00,344
1/19/1994,20:15:00,344
1/19/1994,20:30:00,344
1/19/1994,20:45:00,343
1/19/1994,21:00:00,343
1/19/1994,21:15:00,343
1/19/1994,21:30:00,343
1/19/1994,21:45:00,343
1/19/1994,22:00:00,343
1/19/1994,22:15:00,343
1/19/1994,22:30:00,343
1/19/1994,22:45:00,343
1/19/1994,23:00:00,344
1/19/1994,23:15:00,344
1/19/1994,23:30:00,345
1/19/1994,23:45:00,345
1/20/1994,0:00:00,345
1/20/1994,0:15:00,346
1/20/1994,0:30:00,346
1/20/1994,0:45:00,346
1/20/1994,1:00:00,346
1/20/1994,1:15:00,346
1/20/1994,1:30:00,345
1/20/1994,1:45:00,345
1/20/1994,2:00:00,345
1/20/1994,2:15:00,344
1/20/1994,2:30:00,344
1/20/1994,2:45:00,343
1/20/1994,3:00:00,343
1/20/1994,3:15:00,343
1/20/1994,3:30:00,343
1/20/1994,3:45:00,343
1/20/1994,4:00:00,343
1/20/1994,4:15:00,343
1/20/1994,4:30:00,341
1/20/1994,4:45:00,341
1/20/1994,5:00:00,340
1/20/1994,5:15:00,340
1/20/1994,5:30:00,339
1/20/1994,5:45:00,339
1/20/1994,6:00:00,338
1/20/1994,6:15:00,338
1/20/1994,6:30:00,338
1/20/1994,6:45:00,336
1/20/1994,7:00:00,336
1/20/1994,7:15:00,335
1/20/1994,7:30:00,335
1/20/1994,7:45:00,334
1/20/1994,8:00:00,334
1/20/1994,8:15:00,333
1/20/1994,8:30:00,333
1/20/1994,8:45:00,333
1/20/1994,9:00:00,333
1/20/1994,9:15:00,333
1/20/1994,9:30:00,333
1/20/1994,9:45:00,333
1/20/1994,10:00:00,332
1/20/1994,10:15:00,332
1/20/1994,10:30:00,332
1/20/1994,10:45:00,332
1/20/1994,11:00:00,332
1/20/1994,11:15:00,332
1/20/1994,11:30:00,332
1/20/1994,11:45:00,331
1/20/1994,12:00:00,331
1/20/1994,12:15:00,330
1/20/1994,12:30:00,330
1/20/1994,12:45:00,330
1/20/1994,13:00:00,330
1/20/1994,13:15:00,330
1/20/1994,13:30:00,329
1/20/1994,13:45:00,329
1/20/1994,14:00:00,329
1/20/1994,14:15:00,329
1/20/1994,14:30:00,329
1/20/1994,14:45:00,329
1/20/1994,15:00:00,328
1/20/1994,15:15:00,328
1/20/1994,15:30:00,328
1/20/1994,15:45:00,327
1/20/1994,16:00:00,325
1/20/1994,16:15:00,325
1/20/1994,16:30:00,325
1/20/1994,16:45:00,325
1/20/1994,17:00:00,325
1/20/1994,17:15:00,325
1/20/1994,17:30:00,325
1/20/1994,17:45:00,325
1/20/1994,18:00:00,325
1/20/1994,18:15:00,325
1/20/1994,18:30:00,325
1/20/1994,18:45:00,325
1/20/1994,19:00:00,325
1/20/1994,19:15:00,325
1/20/1994,19:30:00,325
1/20/1994,19:45:00,325
1/20/1994,20:00:00,325
1/20/1994,20:15:00,325
1/20/1994,20:30:00,325
1/20/1994,20:45:00,325
1/20/1994,21:00:00,326
1/20/1994,21:15:00,326
1/20/1994,21:30:00,326
1/20/1994,21:45:00,326
1/20/1994,22:00:00,326
1/20/1994,22:15:00,326
1/20/1994,22:30:00,326
1/20/1994,22:45:00,324
1/20/1994,23:00:00,324
1/20/1994,23:15:00,324
1/20/1994,23:30:00,324
1/20/1994,23:45:00,324
1/21/1994,0:00:00,323
1/21/1994,0:15:00,322
1/21/1994,0:30:00,322
1/21/1994,0:45:00,322
1/21/1994,1:00:00,322
1/21/1994,1:15:00,321
1/21/1994,1:30:00,320
1/21/1994,1:45:00,320
1/21/1994,2:00:00,320
1/21/1994,2:15:00,320
1/21/1994,2:30:00,320
1/21/1994,2:45:00,320
1/21/1994,3:00:00,320
1/21/1994,3:15:00,320
1/21/1994,3:30:00,320
1/21/1994,3:45:00,320
1/21/1994,4:00:00,320
1/21/1994,4:15:00,320
1/21/1994,4:30:00,320
1/21/1994,4:45:00,320
1/21/1994,5:00:00,320
1/21/1994,5:15:00,320
1/21/1994,5:30:00,319
1/21/1994,5:45:00,319
1/21/1994,6:00:00,319
1/21/1994,6:15:00,319
1/21/1994,6:30:00,318
1/21/1994,6:45:00,318
1/21/1994,7:00:00,318
1/21/1994,7:15:00,317
1/21/1994,7:30:00,316
1/21/1994,7:45:00,316
1/21/1994,8:00:00,315
1/21/1994,8:15:00,314
1/21/1994,8:30:00,314
1/21/1994,8:45:00,313
1/21/1994,9:00:00,313
1/21/1994,9:15:00,312
1/21/1994,9:30:00,312
1/21/1994,9:45:00,311
1/21/1994,10:00:00,311
1/21/1994,10:15:00,310
1/21/1994,10:30:00,310
1/21/1994,10:45:00,310
1/21/1994,11:00:00,310
1/21/1994,11:15:00,309
1/21/1994,11:30:00,309
1/21/1994,11:45:00,309
1/21/1994,12:00:00,309
1/21/1994,12:15:00,309
1/21/1994,12:30:00,308
1/21/1994,12:45:00,308
1/21/1994,13:00:00,308
1/21/1994,13:15:00,308
1/21/1994,13:30:00,308
1/21/1994,13:45:00,307
1/21/1994,14:00:00,307
1/21/1994,14:15:00,307
1/21/1994,14:30:00,306
1/21/1994,14:45:00,306
1/21/1994,15:00:00,305
1/21/1994,15:15:00,305
1/21/1994,15:30:00,305
1/21/1994,15:45:00,304
1/21/1994,16:00:00,304
1/21/1994,16:15:00,304
1/21/1994,16:30:00,304
1/21/1994,16:45:00,303
1/21/1994,17:00:00,303
1/21/1994,17:15:00,302
1/21/1994,17:30:00,302
1/21/1994,17:45:00,302
1/21/1994,18:00:00,301
1/21/1994,18:15:00,301
1/21/1994,18:30:00,301
1/21/1994,18:45:00,301
1/21/1994,19:00:00,301
1/21/1994,19:15:00,301
1/21/1994,19:30:00,301
1/21/1994,19:45:00,300
1/21/1994,20:00:00,300
1/21/1994,20:15:00,300
1/21/1994,20:30:00,300
1/21/1994,20:45:00,300
1/21/1994,21:00:00,300
1/21/1994,21:15:00,300
1/21/1994,21:30:00,300
1/21/1994,21:45:00,300
1/21/1994,22:00:00,300
1/21/1994,22:15:00,300
1/21/1994,22:30:00,300
1/21/1994,22:45:00,300
1/21/1994,23:00:00,300
1/21/1994,23:15:00,300
1/21/1994,23:30:00,300
1/21/1994,23:45:00,300
1/22/1994,0:00:00,301
1/22/1994,0:15:00,301
1/22/1994,0:30:00,302
1/22/1994,0:45:00,302
1/22/1994,1:00:00,302
1/22/1994,1:15:00,303
1/22/1994,1:30:00,303
1/22/1994,1:45:00,303
1/22/1994,2:00:00,304
1/22/1994,2:15:00,304
1/22/1994,2:30:00,304
1/22/1994,2:45:00,304
1/22/1994,3:00:00,304
1/22/1994,3:15:00,303
1/22/1994,3:30:00,303
1/22/1994,3:45:00,302
1/22/1994,4:00:00,302
1/22/1994,4:15:00,301
1/22/1994,4:30:00,300
1/22/1994,4:45:00,300
1/22/1994,5:00:00,299
1/22/1994,5:15:00,299
1/22/1994,5:30:00,299
1/22/1994,5:45:00,299
1/22/1994,6:00:00,298
1/22/1994,6:15:00,298
1/22/1994,6:30:00,298
1/22/1994,6:45:00,297
1/22/1994,7:00:00,296
1/22/1994,7:15:00,296
1/22/1994,7:30:00,295
1/22/1994,7:45:00,295
1/22/1994,8:00:00,294
1/22/1994,8:15:00,294
1/22/1994,8:30:00,293
1/22/1994,8:45:00,293
1/22/1994,9:00:00,293
1/22/1994,9:15:00,292
1/22/1994,9:30:00,292
1/22/1994,9:45:00,293
1/22/1994,10:00:00,293
1/22/1994,10:15:00,293
1/22/1994,10:30:00,294
1/22/1994,10:45:00,294
1/22/1994,11:00:00,294
1/22/1994,11:15:00,294
1/22/1994,11:30:00,294
1/22/1994,11:45:00,294
1/22/1994,12:00:00,294
1/22/1994,12:15:00,294
1/22/1994,12:30:00,294
1/22/1994,12:45:00,293
1/22/1994,13:00:00,293
1/22/1994,13:15:00,292
1/22/1994,13:30:00,292
1/22/1994,13:45:00,292
1/22/1994,14:00:00,291
1/22/1994,14:15:00,291
1/22/1994,14:30:00,290
1/22/1994,14:45:00,290
1/22/1994,15:00:00,289
1/22/1994,15:15:00,289
1/22/1994,15:30:00,288
1/22/1994,15:45:00,288
1/22/1994,16:00:00,287
1/22/1994,16:15:00,287
1/22/1994,16:30:00,287
1/22/1994,16:45:00,286
1/22/1994,17:00:00,286
1/22/1994,17:15:00,286
1/22/1994,17:30:00,286
1/22/1994,17:45:00,286
1/22/1994,18:00:00,286
1/22/1994,18:15:00,286
1/22/1994,18:30:00,286
1/22/1994,18:45:00,286
1/22/1994,19:00:00,286
1/22/1994,19:15:00,286
1/22/1994,19:30:00,286
1/22/1994,19:45:00,286
1/22/1994,20:00:00,285
1/22/1994,20:15:00,285
1/22/1994,20:30:00,285
1/22/1994,20:45:00,285
1/22/1994,21:00:00,285
1/22/1994,21:15:00,285
1/22/1994,21:30:00,285
1/22/1994,21:45:00,285
1/22/1994,22:00:00,285
1/22/1994,22:15:00,285
1/22/1994,22:30:00,285
1/22/1994,22:45:00,285
1/22/1994,23:00:00,286
1/22/1994,23:15:00,286
1/22/1994,23:30:00,286
1/22/1994,23:45:00,287
1/23/1994,0:00:00,287
1/23/1994,0:15:00,288
1/23/1994,0:30:00,288
1/23/1994,0:45:00,288
1/23/1994,1:00:00,288
1/23/1994,1:15:00,288
1/23/1994,1:30:00,288
1/23/1994,1:45:00,288
1/23/1994,2:00:00,288
1/23/1994,2:15:00,288
1/23/1994,2:30:00,288
1/23/1994,2:45:00,288
1/23/1994,3:00:00,288
1/23/1994,3:15:00,288
1/23/1994,3:30:00,287
1/23/1994,3:45:00,286
1/23/1994,4:00:00,286
1/23/1994,4:15:00,286
1/23/1994,4:30:00,285
1/23/1994,4:45:00,285
1/23/1994,5:00:00,285
1/23/1994,5:15:00,284
1/23/1994,5:30:00,284
1/23/1994,5:45:00,284
1/23/1994,6:00:00,284
1/23/1994,6:15:00,284
1/23/1994,6:30:00,284
1/23/1994,6:45:00,285
1/23/1994,7:00:00,286
1/23/1994,7:15:00,286
1/23/1994,7:30:00,286
1/23/1994,7:45:00,287
1/23/1994,8:00:00,287
1/23/1994,8:15:00,287
1/23/1994,8:30:00,287
1/23/1994,8:45:00,287
1/23/1994,9:00:00,287
1/23/1994,9:15:00,287
1/23/1994,9:30:00,286
1/23/1994,9:45:00,286
1/23/1994,10:00:00,286
1/23/1994,10:15:00,286
1/23/1994,10:30:00,286
1/23/1994,10:45:00,286
1/23/1994,11:00:00,286
1/23/1994,11:15:00,285
1/23/1994,11:30:00,285
1/23/1994,11:45:00,285
1/23/1994,12:00:00,284
1/23/1994,12:15:00,284
1/23/1994,12:30:00,284
1/23/1994,12:45:00,283
1/23/1994,13:00:00,283
1/23/1994,13:15:00,282
1/23/1994,13:30:00,282
1/23/1994,13:45:00,281
1/23/1994,14:00:00,281
1/23/1994,14:15:00,280
1/23/1994,14:30:00,280
1/23/1994,14:45:00,279
1/23/1994,15:00:00,279
1/23/1994,15:15:00,278
1/23/1994,15:30:00,278
1/23/1994,15:45:00,278
1/23/1994,16:00:00,278
1/23/1994,16:15:00,278
1/23/1994,16:30:00,278
1/23/1994,16:45:00,278
1/23/1994,17:00:00,278
1/23/1994,17:15:00,278
1/23/1994,17:30:00,278
1/23/1994,17:45:00,278
1/23/1994,18:00:00,277
1/23/1994,18:15:00,277
1/23/1994,18:30:00,277
1/23/1994,18:45:00,277
1/23/1994,19:00:00,277
1/23/1994,19:15:00,277
1/23/1994,19:30:00,277
1/23/1994,19:45:00,277
1/23/1994,20:00:00,277
1/23/1994,20:15:00,277
1/23/1994,20:30:00,277
1/23/1994,20:45:00,277
1/23/1994,21:00:00,277
1/23/1994,21:15:00,277
1/23/1994,21:30:00,277
1/23/1994,21:45:00,277
1/23/1994,22:00:00,278
1/23/1994,22:15:00,278
1/23/1994,22:30:00,278
1/23/1994,22:45:00,279
1/23/1994,23:00:00,280
1/23/1994,23:15:00,280
1/23/1994,23:30:00,280
1/23/1994,23:45:00,281
1/24/1994,0:00:00,282
1/24/1994,0:15:00,283
1/24/1994,0:30:00,284
1/24/1994,0:45:00,285
1/24/1994,1:00:00,286
1/24/1994,1:15:00,286
1/24/1994,1:30:00,286
1/24/1994,1:45:00,287
1/24/1994,2:00:00,287
1/24/1994,2:15:00,287
1/24/1994,2:30:00,287
1/24/1994,2:45:00,287
1/24/1994,3:00:00,287
1/24/1994,3:15:00,287
1/24/1994,3:30:00,287
1/24/1994,3:45:00,288
1/24/1994,4:00:00,288
1/24/1994,4:15:00,289
1/24/1994,4:30:00,289
1/24/1994,4:45:00,290
1/24/1994,5:00:00,291
1/24/1994,5:15:00,291
1/24/1994,5:30:00,292
1/24/1994,5:45:00,292
1/24/1994,6:00:00,293
1/24/1994,6:15:00,293
1/24/1994,6:30:00,294
1/24/1994,6:45:00,294
1/24/1994,7:00:00,294
1/24/1994,7:15:00,294
1/24/1994,7:30:00,294
1/24/1994,7:45:00,294
1/24/1994,8:00:00,294
1/24/1994,8:15:00,293
1/24/1994,8:30:00,293
1/24/1994,8:45:00,292
1/24/1994,9:00:00,291
1/24/1994,9:15:00,290
1/24/1994,9:30:00,289
1/24/1994,9:45:00,287
1/24/1994,10:00:00,285
1/24/1994,10:15:00,284
1/24/1994,10:30:00,284
1/24/1994,10:45:00,283
1/24/1994,11:00:00,283
1/24/1994,11:15:00,283
1/24/1994,11:30:00,283
1/24/1994,11:45:00,283
1/24/1994,12:00:00,283
1/24/1994,12:15:00,283
1/24/1994,12:30:00,283
1/24/1994,12:45:00,284
1/24/1994,13:00:00,284
1/24/1994,13:15:00,284
1/24/1994,13:30:00,285
1/24/1994,13:45:00,285
1/24/1994,14:00:00,285
1/24/1994,14:15:00,286
1/24/1994,14:30:00,286
1/24/1994,14:45:00,286
1/24/1994,15:00:00,286
1/24/1994,15:15:00,287
1/24/1994,15:30:00,287
1/24/1994,15:45:00,287
1/24/1994,16:00:00,287
1/24/1994,16:15:00,287
1/24/1994,16:30:00,287
1/24/1994,16:45:00,287
1/24/1994,17:00:00,287
1/24/1994,17:15:00,287
