Datum,Zeit,W [cm]
6/17/2013,7:30:00,356
6/17/2013,7:45:00,356
6/17/2013,8:00:00,355
6/17/2013,8:15:00,355
6/17/2013,8:30:00,354
6/17/2013,8:45:00,353
6/17/2013,9:00:00,353
6/17/2013,9:15:00,353
6/17/2013,9:30:00,353
6/17/2013,9:45:00,352
6/17/2013,10:00:00,352
6/17/2013,10:15:00,351
6/17/2013,10:30:00,352
6/17/2013,10:45:00,352
6/17/2013,11:00:00,351
6/17/2013,11:15:00,351
6/17/2013,11:30:00,350
6/17/2013,11:45:00,350
6/17/2013,12:00:00,351
6/17/2013,12:15:00,350
6/17/2013,12:30:00,350
6/17/2013,12:45:00,350
6/17/2013,13:00:00,350
6/17/2013,13:15:00,349
6/17/2013,13:30:00,349
6/17/2013,13:45:00,348
6/17/2013,14:00:00,348
6/17/2013,14:15:00,348
6/17/2013,14:30:00,348
6/17/2013,14:45:00,348
6/17/2013,15:00:00,348
6/17/2013,15:15:00,347
6/17/2013,15:30:00,347
6/17/2013,15:45:00,347
6/17/2013,16:00:00,347
6/17/2013,16:15:00,347
6/17/2013,16:30:00,347
6/17/2013,16:45:00,347
6/17/2013,17:00:00,347
6/17/2013,17:15:00,346
6/17/2013,17:30:00,346
6/17/2013,17:45:00,346
6/17/2013,18:00:00,346
6/17/2013,18:15:00,346
6/17/2013,18:30:00,346
6/17/2013,18:45:00,345
6/17/2013,19:00:00,345
6/17/2013,19:15:00,345
6/17/2013,19:30:00,345
6/17/2013,19:45:00,345
6/17/2013,20:00:00,346
6/17/2013,20:15:00,345
6/17/2013,20:30:00,344
6/17/2013,20:45:00,344
6/17/2013,21:00:00,344
6/17/2013,21:15:00,344
6/17/2013,21:30:00,344
6/17/2013,21:45:00,344
6/17/2013,22:00:00,343
6/17/2013,22:15:00,343
6/17/2013,22:30:00,343
6/17/2013,22:45:00,343
6/17/2013,23:00:00,343
6/17/2013,23:15:00,342
6/17/2013,23:30:00,342
6/17/2013,23:45:00,342
6/18/2013,0:00:00,342
6/18/2013,0:15:00,342
6/18/2013,0:30:00,342
6/18/2013,0:45:00,341
6/18/2013,1:00:00,341
6/18/2013,1:15:00,341
6/18/2013,1:30:00,341
6/18/2013,1:45:00,341
6/18/2013,2:00:00,341
6/18/2013,2:15:00,340
6/18/2013,2:30:00,340
6/18/2013,2:45:00,340
6/18/2013,3:00:00,340
6/18/2013,3:15:00,341
6/18/2013,3:30:00,340
6/18/2013,3:45:00,341
6/18/2013,4:00:00,340
6/18/2013,4:15:00,340
6/18/2013,4:30:00,339
6/18/2013,4:45:00,339
6/18/2013,5:00:00,340
6/18/2013,5:15:00,339
6/18/2013,5:30:00,339
6/18/2013,5:45:00,339
6/18/2013,6:00:00,339
6/18/2013,6:15:00,339
6/18/2013,6:30:00,338
6/18/2013,6:45:00,338
6/18/2013,7:00:00,339
6/18/2013,7:15:00,338
6/18/2013,7:30:00,338
6/18/2013,7:45:00,338
6/18/2013,8:00:00,337
6/18/2013,8:15:00,337
6/18/2013,8:30:00,336
6/18/2013,8:45:00,336
6/18/2013,9:00:00,336
6/18/2013,9:15:00,336
6/18/2013,9:30:00,335
6/18/2013,9:45:00,334
6/18/2013,10:00:00,334
6/18/2013,10:15:00,336
6/18/2013,10:30:00,336
6/18/2013,10:45:00,336
6/18/2013,11:00:00,335
6/18/2013,11:15:00,334
6/18/2013,11:30:00,333
6/18/2013,11:45:00,332
6/18/2013,12:00:00,331
6/18/2013,12:15:00,330
6/18/2013,12:30:00,329
6/18/2013,12:45:00,328
6/18/2013,13:00:00,328
6/18/2013,13:15:00,328
6/18/2013,13:30:00,328
6/18/2013,13:45:00,328
6/18/2013,14:00:00,328
6/18/2013,14:15:00,328
6/18/2013,14:30:00,328
6/18/2013,14:45:00,328
6/18/2013,15:00:00,328
6/18/2013,15:15:00,328
6/18/2013,15:30:00,328
6/18/2013,15:45:00,329
6/18/2013,16:00:00,329
6/18/2013,16:15:00,330
6/18/2013,16:30:00,329
6/18/2013,16:45:00,329
6/18/2013,17:00:00,329
6/18/2013,17:15:00,329
6/18/2013,17:30:00,328
6/18/2013,17:45:00,329
6/18/2013,18:00:00,329
6/18/2013,18:15:00,328
6/18/2013,18:30:00,328
6/18/2013,18:45:00,327
6/18/2013,19:00:00,327
6/18/2013,19:15:00,328
6/18/2013,19:30:00,328
6/18/2013,19:45:00,328
6/18/2013,20:00:00,328
6/18/2013,20:15:00,328
6/18/2013,20:30:00,328
6/18/2013,20:45:00,328
6/18/2013,21:00:00,329
6/18/2013,21:15:00,329
6/18/2013,21:30:00,329
6/18/2013,21:45:00,329
6/18/2013,22:00:00,329
6/18/2013,22:15:00,329
6/18/2013,22:30:00,329
6/18/2013,22:45:00,329
6/18/2013,23:00:00,329
6/18/2013,23:15:00,329
6/18/2013,23:30:00,329
6/18/2013,23:45:00,329
6/19/2013,0:00:00,329
6/19/2013,0:15:00,329
6/19/2013,0:30:00,329
6/19/2013,0:45:00,329
6/19/2013,1:00:00,329
6/19/2013,1:15:00,329
6/19/2013,1:30:00,329
6/19/2013,1:45:00,329
6/19/2013,2:00:00,329
6/19/2013,2:15:00,329
6/19/2013,2:30:00,328
6/19/2013,2:45:00,328
6/19/2013,3:00:00,328
6/19/2013,3:15:00,328
6/19/2013,3:30:00,327
6/19/2013,3:45:00,327
6/19/2013,4:00:00,326
6/19/2013,4:15:00,326
6/19/2013,4:30:00,325
6/19/2013,4:45:00,326
6/19/2013,5:00:00,325
6/19/2013,5:15:00,324
6/19/2013,5:30:00,324
6/19/2013,5:45:00,323
6/19/2013,6:00:00,323
6/19/2013,6:15:00,324
6/19/2013,6:30:00,324
6/19/2013,6:45:00,324
6/19/2013,7:00:00,323
6/19/2013,7:15:00,323
6/19/2013,7:30:00,323
6/19/2013,7:45:00,323
6/19/2013,8:00:00,322
6/19/2013,8:15:00,322
6/19/2013,8:30:00,321
6/19/2013,8:45:00,321
6/19/2013,9:00:00,321
6/19/2013,9:15:00,320
6/19/2013,9:30:00,320
6/19/2013,9:45:00,319
6/19/2013,10:00:00,319
6/19/2013,10:15:00,318
6/19/2013,10:30:00,318
6/19/2013,10:45:00,317
6/19/2013,11:00:00,317
6/19/2013,11:15:00,318
6/19/2013,11:30:00,318
6/19/2013,11:45:00,316
6/19/2013,12:00:00,317
6/19/2013,12:15:00,318
6/19/2013,12:30:00,319
6/19/2013,12:45:00,319
6/19/2013,13:00:00,319
6/19/2013,13:15:00,319
6/19/2013,13:30:00,319
6/19/2013,13:45:00,319
6/19/2013,14:00:00,319
6/19/2013,14:15:00,319
6/19/2013,14:30:00,320
6/19/2013,14:45:00,319
6/19/2013,15:00:00,319
6/19/2013,15:15:00,319
6/19/2013,15:30:00,319
6/19/2013,15:45:00,318
6/19/2013,16:00:00,319
6/19/2013,16:15:00,319
6/19/2013,16:30:00,318
6/19/2013,16:45:00,319
6/19/2013,17:00:00,319
6/19/2013,17:15:00,319
6/19/2013,17:30:00,319
6/19/2013,17:45:00,320
6/19/2013,18:00:00,319
6/19/2013,18:15:00,319
6/19/2013,18:30:00,319
6/19/2013,18:45:00,319
6/19/2013,19:00:00,320
6/19/2013,19:15:00,320
6/19/2013,19:30:00,320
6/19/2013,19:45:00,320
6/19/2013,20:00:00,319
6/19/2013,20:15:00,319
6/19/2013,20:30:00,318
6/19/2013,20:45:00,318
6/19/2013,21:00:00,318
6/19/2013,21:15:00,318
6/19/2013,21:30:00,317
6/19/2013,21:45:00,318
6/19/2013,22:00:00,317
6/19/2013,22:15:00,317
6/19/2013,22:30:00,318
6/19/2013,22:45:00,318
6/19/2013,23:00:00,317
6/19/2013,23:15:00,318
6/19/2013,23:30:00,318
6/19/2013,23:45:00,318
6/20/2013,0:00:00,317
6/20/2013,0:15:00,317
6/20/2013,0:30:00,316
6/20/2013,0:45:00,316
6/20/2013,1:00:00,316
6/20/2013,1:15:00,315
6/20/2013,1:30:00,314
6/20/2013,1:45:00,315
6/20/2013,2:00:00,314
6/20/2013,2:15:00,315
6/20/2013,2:30:00,314
6/20/2013,2:45:00,314
6/20/2013,3:00:00,314
6/20/2013,3:15:00,314
6/20/2013,3:30:00,314
6/20/2013,3:45:00,314
6/20/2013,4:00:00,315
6/20/2013,4:15:00,315
6/20/2013,4:30:00,315
6/20/2013,4:45:00,315
6/20/2013,5:00:00,316
6/20/2013,5:15:00,314
6/20/2013,5:30:00,315
6/20/2013,5:45:00,315
6/20/2013,6:00:00,316
6/20/2013,6:15:00,316
6/20/2013,6:30:00,315
6/20/2013,6:45:00,316
6/20/2013,7:00:00,317
6/20/2013,7:15:00,316
6/20/2013,7:30:00,316
6/20/2013,7:45:00,317
6/20/2013,8:00:00,317
6/20/2013,8:15:00,317
6/20/2013,8:30:00,319
6/20/2013,8:45:00,319
6/20/2013,9:00:00,321
6/20/2013,9:15:00,320
6/20/2013,9:30:00,321
6/20/2013,9:45:00,320
6/20/2013,10:00:00,319
6/20/2013,10:15:00,320
6/20/2013,10:30:00,320
6/20/2013,10:45:00,320
6/20/2013,11:00:00,320
6/20/2013,11:15:00,321
6/20/2013,11:30:00,322
6/20/2013,11:45:00,323
6/20/2013,12:00:00,324
6/20/2013,12:15:00,324
6/20/2013,12:30:00,324
6/20/2013,12:45:00,324
6/20/2013,13:00:00,325
6/20/2013,13:15:00,325
6/20/2013,13:30:00,326
6/20/2013,13:45:00,326
6/20/2013,14:00:00,327
6/20/2013,14:15:00,327
6/20/2013,14:30:00,328
6/20/2013,14:45:00,329
6/20/2013,15:00:00,329
6/20/2013,15:15:00,329
6/20/2013,15:30:00,329
6/20/2013,15:45:00,329
6/20/2013,16:00:00,329
6/20/2013,16:15:00,329
6/20/2013,16:30:00,329
6/20/2013,16:45:00,330
6/20/2013,17:00:00,330
6/20/2013,17:15:00,329
6/20/2013,17:30:00,330
6/20/2013,17:45:00,330
6/20/2013,18:00:00,330
6/20/2013,18:15:00,330
6/20/2013,18:30:00,330
6/20/2013,18:45:00,330
6/20/2013,19:00:00,331
6/20/2013,19:15:00,331
6/20/2013,19:30:00,332
6/20/2013,19:45:00,331
6/20/2013,20:00:00,332
6/20/2013,20:15:00,333
6/20/2013,20:30:00,332
6/20/2013,20:45:00,333
6/20/2013,21:00:00,333
6/20/2013,21:15:00,333
6/20/2013,21:30:00,333
6/20/2013,21:45:00,333
6/20/2013,22:00:00,336
6/20/2013,22:15:00,337
6/20/2013,22:30:00,338
6/20/2013,22:45:00,338
6/20/2013,23:00:00,339
6/20/2013,23:15:00,341
6/20/2013,23:30:00,346
6/20/2013,23:45:00,348
6/21/2013,0:00:00,349
6/21/2013,0:15:00,351
6/21/2013,0:30:00,351
6/21/2013,0:45:00,352
6/21/2013,1:00:00,353
6/21/2013,1:15:00,351
6/21/2013,1:30:00,351
6/21/2013,1:45:00,351
6/21/2013,2:00:00,353
6/21/2013,2:15:00,356
6/21/2013,2:30:00,356
6/21/2013,2:45:00,357
6/21/2013,3:00:00,357
6/21/2013,3:15:00,358
6/21/2013,3:30:00,358
6/21/2013,3:45:00,359
6/21/2013,4:00:00,359
6/21/2013,4:15:00,359
6/21/2013,4:30:00,360
6/21/2013,4:45:00,360
6/21/2013,5:00:00,360
6/21/2013,5:15:00,360
6/21/2013,5:30:00,359
6/21/2013,5:45:00,360
6/21/2013,6:00:00,360
6/21/2013,6:15:00,360
6/21/2013,6:30:00,360
6/21/2013,6:45:00,361
6/21/2013,7:00:00,361
6/21/2013,7:15:00,361
6/21/2013,7:30:00,361
6/21/2013,7:45:00,361
6/21/2013,8:00:00,364
6/21/2013,8:15:00,364
6/21/2013,8:30:00,365
6/21/2013,8:45:00,365
6/21/2013,9:00:00,363
6/21/2013,9:15:00,364
6/21/2013,9:30:00,364
6/21/2013,9:45:00,364
6/21/2013,10:00:00,364
6/21/2013,10:15:00,365
6/21/2013,10:30:00,364
6/21/2013,10:45:00,365
6/21/2013,11:00:00,365
6/21/2013,11:15:00,365
6/21/2013,11:30:00,365
6/21/2013,11:45:00,366
6/21/2013,12:00:00,365
6/21/2013,12:15:00,365
6/21/2013,12:30:00,364
6/21/2013,12:45:00,365
6/21/2013,13:00:00,366
6/21/2013,13:15:00,367
6/21/2013,13:30:00,368
6/21/2013,13:45:00,369
6/21/2013,14:00:00,369
6/21/2013,14:15:00,369
6/21/2013,14:30:00,370
6/21/2013,14:45:00,370
6/21/2013,15:00:00,370
6/21/2013,15:15:00,370
6/21/2013,15:30:00,370
6/21/2013,15:45:00,370
6/21/2013,16:00:00,370
6/21/2013,16:15:00,371
6/21/2013,16:30:00,371
6/21/2013,16:45:00,370
6/21/2013,17:00:00,371
6/21/2013,17:15:00,371
6/21/2013,17:30:00,371
6/21/2013,17:45:00,371
6/21/2013,18:00:00,371
6/21/2013,18:15:00,371
6/21/2013,18:30:00,372
6/21/2013,18:45:00,372
6/21/2013,19:00:00,374
6/21/2013,19:15:00,374
6/21/2013,19:30:00,374
6/21/2013,19:45:00,374
6/21/2013,20:00:00,374
6/21/2013,20:15:00,374
6/21/2013,20:30:00,373
6/21/2013,20:45:00,373
6/21/2013,21:00:00,374
6/21/2013,21:15:00,374
6/21/2013,21:30:00,374
6/21/2013,21:45:00,374
6/21/2013,22:00:00,374
6/21/2013,22:15:00,374
6/21/2013,22:30:00,374
6/21/2013,22:45:00,374
6/21/2013,23:00:00,374
6/21/2013,23:15:00,373
6/21/2013,23:30:00,373
6/21/2013,23:45:00,372
6/22/2013,0:00:00,372
6/22/2013,0:15:00,372
6/22/2013,0:30:00,371
6/22/2013,0:45:00,371
6/22/2013,1:00:00,371
6/22/2013,1:15:00,370
6/22/2013,1:30:00,370
6/22/2013,1:45:00,370
6/22/2013,2:00:00,369
6/22/2013,2:15:00,369
6/22/2013,2:30:00,370
6/22/2013,2:45:00,369
6/22/2013,3:00:00,370
6/22/2013,3:15:00,369
6/22/2013,3:30:00,370
6/22/2013,3:45:00,369
6/22/2013,4:00:00,369
6/22/2013,4:15:00,369
6/22/2013,4:30:00,369
6/22/2013,4:45:00,370
6/22/2013,5:00:00,370
6/22/2013,5:15:00,370
6/22/2013,5:30:00,369
6/22/2013,5:45:00,370
6/22/2013,6:00:00,370
6/22/2013,6:15:00,370
6/22/2013,6:30:00,371
6/22/2013,6:45:00,371
6/22/2013,7:00:00,371
6/22/2013,7:15:00,372
6/22/2013,7:30:00,372
6/22/2013,7:45:00,371
6/22/2013,8:00:00,371
6/22/2013,8:15:00,372
6/22/2013,8:30:00,372
6/22/2013,8:45:00,372
6/22/2013,9:00:00,371
6/22/2013,9:15:00,371
6/22/2013,9:30:00,371
6/22/2013,9:45:00,371
6/22/2013,10:00:00,369
6/22/2013,10:15:00,370
6/22/2013,10:30:00,368
6/22/2013,10:45:00,368
6/22/2013,11:00:00,369
6/22/2013,11:15:00,369
6/22/2013,11:30:00,368
6/22/2013,11:45:00,367
6/22/2013,12:00:00,367
6/22/2013,12:15:00,366
6/22/2013,12:30:00,366
6/22/2013,12:45:00,367
6/22/2013,13:00:00,367
6/22/2013,13:15:00,367
6/22/2013,13:30:00,367
6/22/2013,13:45:00,367
6/22/2013,14:00:00,367
6/22/2013,14:15:00,367
6/22/2013,14:30:00,366
6/22/2013,14:45:00,365
6/22/2013,15:00:00,365
6/22/2013,15:15:00,365
6/22/2013,15:30:00,364
6/22/2013,15:45:00,365
6/22/2013,16:00:00,364
6/22/2013,16:15:00,364
6/22/2013,16:30:00,364
6/22/2013,16:45:00,364
6/22/2013,17:00:00,363
6/22/2013,17:15:00,363
6/22/2013,17:30:00,364
6/22/2013,17:45:00,364
6/22/2013,18:00:00,364
6/22/2013,18:15:00,364
6/22/2013,18:30:00,365
6/22/2013,18:45:00,364
6/22/2013,19:00:00,364
6/22/2013,19:15:00,364
6/22/2013,19:30:00,364
6/22/2013,19:45:00,362
6/22/2013,20:00:00,362
6/22/2013,20:15:00,362
6/22/2013,20:30:00,361
6/22/2013,20:45:00,360
6/22/2013,21:00:00,360
6/22/2013,21:15:00,359
6/22/2013,21:30:00,359
6/22/2013,21:45:00,359
6/22/2013,22:00:00,358
6/22/2013,22:15:00,358
6/22/2013,22:30:00,358
6/22/2013,22:45:00,358
6/22/2013,23:00:00,357
6/22/2013,23:15:00,357
6/22/2013,23:30:00,357
6/22/2013,23:45:00,357
6/23/2013,0:00:00,357
6/23/2013,0:15:00,356
6/23/2013,0:30:00,356
6/23/2013,0:45:00,354
6/23/2013,1:00:00,354
6/23/2013,1:15:00,353
6/23/2013,1:30:00,353
6/23/2013,1:45:00,353
6/23/2013,2:00:00,353
6/23/2013,2:15:00,352
6/23/2013,2:30:00,352
6/23/2013,2:45:00,352
6/23/2013,3:00:00,353
6/23/2013,3:15:00,353
6/23/2013,3:30:00,353
6/23/2013,3:45:00,354
6/23/2013,4:00:00,353
6/23/2013,4:15:00,352
6/23/2013,4:30:00,353
6/23/2013,4:45:00,353
6/23/2013,5:00:00,353
6/23/2013,5:15:00,353
6/23/2013,5:30:00,353
6/23/2013,5:45:00,353
6/23/2013,6:00:00,351
6/23/2013,6:15:00,349
6/23/2013,6:30:00,348
6/23/2013,6:45:00,347
6/23/2013,7:00:00,347
6/23/2013,7:15:00,346
6/23/2013,7:30:00,344
6/23/2013,7:45:00,343
6/23/2013,8:00:00,341
6/23/2013,8:15:00,341
6/23/2013,8:30:00,339
6/23/2013,8:45:00,337
6/23/2013,9:00:00,336
6/23/2013,9:15:00,335
6/23/2013,9:30:00,334
6/23/2013,9:45:00,334
6/23/2013,10:00:00,333
6/23/2013,10:15:00,331
6/23/2013,10:30:00,331
6/23/2013,10:45:00,331
6/23/2013,11:00:00,329
6/23/2013,11:15:00,330
6/23/2013,11:30:00,330
6/23/2013,11:45:00,330
6/23/2013,12:00:00,333
6/23/2013,12:15:00,332
6/23/2013,12:30:00,334
6/23/2013,12:45:00,334
6/23/2013,13:00:00,333
6/23/2013,13:15:00,333
6/23/2013,13:30:00,333
6/23/2013,13:45:00,333
6/23/2013,14:00:00,333
6/23/2013,14:15:00,333
6/23/2013,14:30:00,332
6/23/2013,14:45:00,332
6/23/2013,15:00:00,332
6/23/2013,15:15:00,331
6/23/2013,15:30:00,332
6/23/2013,15:45:00,332
6/23/2013,16:00:00,332
6/23/2013,16:15:00,332
6/23/2013,16:30:00,332
6/23/2013,16:45:00,332
6/23/2013,17:00:00,332
6/23/2013,17:15:00,333
6/23/2013,17:30:00,332
6/23/2013,17:45:00,334
6/23/2013,18:00:00,335
6/23/2013,18:15:00,334
6/23/2013,18:30:00,334
6/23/2013,18:45:00,335
6/23/2013,19:00:00,335
6/23/2013,19:15:00,335
6/23/2013,19:30:00,335
6/23/2013,19:45:00,334
6/23/2013,20:00:00,335
6/23/2013,20:15:00,335
6/23/2013,20:30:00,335
6/23/2013,20:45:00,334
6/23/2013,21:00:00,334
6/23/2013,21:15:00,335
6/23/2013,21:30:00,335
6/23/2013,21:45:00,335
6/23/2013,22:00:00,335
6/23/2013,22:15:00,334
6/23/2013,22:30:00,333
6/23/2013,22:45:00,334
6/23/2013,23:00:00,333
6/23/2013,23:15:00,333
6/23/2013,23:30:00,333
6/23/2013,23:45:00,334
6/24/2013,0:00:00,334
6/24/2013,0:15:00,334
6/24/2013,0:30:00,334
6/24/2013,0:45:00,333
6/24/2013,1:00:00,333
6/24/2013,1:15:00,334
6/24/2013,1:30:00,333
6/24/2013,1:45:00,334
6/24/2013,2:00:00,334
6/24/2013,2:15:00,333
6/24/2013,2:30:00,333
6/24/2013,2:45:00,334
6/24/2013,3:00:00,333
6/24/2013,3:15:00,334
6/24/2013,3:30:00,333
6/24/2013,3:45:00,333
6/24/2013,4:00:00,333
6/24/2013,4:15:00,334
6/24/2013,4:30:00,334
6/24/2013,4:45:00,333
6/24/2013,5:00:00,333
6/24/2013,5:15:00,333
6/24/2013,5:30:00,333
6/24/2013,5:45:00,334
6/24/2013,6:00:00,333
6/24/2013,6:15:00,333
6/24/2013,6:30:00,334
6/24/2013,6:45:00,333
6/24/2013,7:00:00,333
6/24/2013,7:15:00,334
6/24/2013,7:30:00,333
6/24/2013,7:45:00,333
6/24/2013,8:00:00,333
6/24/2013,8:15:00,332
6/24/2013,8:30:00,332
6/24/2013,8:45:00,333
6/24/2013,9:00:00,333
6/24/2013,9:15:00,334
6/24/2013,9:30:00,332
6/24/2013,9:45:00,331
6/24/2013,10:00:00,332
6/24/2013,10:15:00,331
6/24/2013,10:30:00,331
6/24/2013,10:45:00,330
6/24/2013,11:00:00,330
6/24/2013,11:15:00,329
5/26/2016,13:45:00,293
5/26/2016,14:00:00,293
5/26/2016,14:15:00,293
5/26/2016,14:30:00,294
5/26/2016,14:45:00,295
5/26/2016,15:00:00,295
5/26/2016,15:15:00,295
5/26/2016,15:30:00,298
5/26/2016,15:45:00,296
5/26/2016,16:00:00,297
5/26/2016,16:15:00,298
5/26/2016,16:30:00,297
5/26/2016,16:45:00,298
5/26/2016,17:00:00,298
5/26/2016,17:15:00,298
5/26/2016,17:30:00,299
5/26/2016,17:45:00,299
5/26/2016,18:00:00,299
5/26/2016,18:15:00,299
5/26/2016,18:30:00,300
5/26/2016,18:45:00,300
5/26/2016,19:00:00,300
5/26/2016,19:15:00,301
5/26/2016,19:30:00,301
5/26/2016,19:45:00,301
5/26/2016,20:00:00,301
5/26/2016,20:15:00,302
5/26/2016,20:30:00,301
5/26/2016,20:45:00,302
5/26/2016,21:00:00,302
5/26/2016,21:15:00,302
5/26/2016,21:30:00,302
5/26/2016,21:45:00,303
5/26/2016,22:00:00,303
5/26/2016,22:15:00,304
5/26/2016,22:30:00,303
5/26/2016,22:45:00,303
5/26/2016,23:00:00,303
5/26/2016,23:15:00,302
5/26/2016,23:30:00,303
5/26/2016,23:45:00,303
5/27/2016,0:00:00,303
5/27/2016,0:15:00,304
5/27/2016,0:30:00,304
5/27/2016,0:45:00,303
5/27/2016,1:00:00,303
5/27/2016,1:15:00,303
5/27/2016,1:30:00,303
5/27/2016,1:45:00,304
5/27/2016,2:00:00,303
5/27/2016,2:15:00,304
5/27/2016,2:30:00,304
5/27/2016,2:45:00,304
5/27/2016,3:00:00,304
5/27/2016,3:15:00,304
5/27/2016,3:30:00,304
5/27/2016,3:45:00,305
5/27/2016,4:00:00,304
5/27/2016,4:15:00,305
5/27/2016,4:30:00,305
5/27/2016,4:45:00,306
5/27/2016,5:00:00,304
5/27/2016,5:15:00,305
5/27/2016,5:30:00,305
5/27/2016,5:45:00,305
5/27/2016,6:00:00,306
5/27/2016,6:15:00,306
5/27/2016,6:30:00,306
5/27/2016,6:45:00,306
5/27/2016,7:00:00,307
5/27/2016,7:15:00,306
5/27/2016,7:30:00,307
5/27/2016,7:45:00,307
5/27/2016,8:00:00,307
5/27/2016,8:15:00,306
5/27/2016,8:30:00,307
5/27/2016,8:45:00,307
5/27/2016,9:00:00,307
5/27/2016,9:15:00,307
5/27/2016,9:30:00,307
5/27/2016,9:45:00,307
5/27/2016,10:00:00,307
5/27/2016,10:15:00,307
5/27/2016,10:30:00,307
5/27/2016,10:45:00,307
5/27/2016,11:00:00,307
5/27/2016,11:15:00,306
5/27/2016,11:30:00,307
5/27/2016,11:45:00,307
5/27/2016,12:00:00,307
5/27/2016,12:15:00,307
5/27/2016,12:30:00,307
5/27/2016,12:45:00,307
5/27/2016,13:00:00,307
5/27/2016,13:15:00,307
5/27/2016,13:30:00,307
5/27/2016,13:45:00,308
5/27/2016,14:00:00,307
5/27/2016,14:15:00,307
5/27/2016,14:30:00,307
5/27/2016,14:45:00,308
5/27/2016,15:00:00,307
5/27/2016,15:15:00,307
5/27/2016,15:30:00,307
5/27/2016,15:45:00,308
5/27/2016,16:00:00,308
5/27/2016,16:15:00,308
5/27/2016,16:30:00,308
5/27/2016,16:45:00,309
5/27/2016,17:00:00,310
5/27/2016,17:15:00,310
5/27/2016,17:30:00,311
5/27/2016,17:45:00,311
5/27/2016,18:00:00,312
5/27/2016,18:15:00,311
5/27/2016,18:30:00,311
5/27/2016,18:45:00,312
5/27/2016,19:00:00,312
5/27/2016,19:15:00,312
5/27/2016,19:30:00,312
5/27/2016,19:45:00,312
5/27/2016,20:00:00,312
5/27/2016,20:15:00,312
5/27/2016,20:30:00,312
5/27/2016,20:45:00,312
5/27/2016,21:00:00,312
5/27/2016,21:15:00,312
5/27/2016,21:30:00,312
5/27/2016,21:45:00,312
5/27/2016,22:00:00,312
5/27/2016,22:15:00,312
5/27/2016,22:30:00,312
5/27/2016,22:45:00,313
5/27/2016,23:00:00,313
5/27/2016,23:15:00,313
5/27/2016,23:30:00,313
5/27/2016,23:45:00,313
5/28/2016,0:00:00,313
5/28/2016,0:15:00,313
5/28/2016,0:30:00,313
5/28/2016,0:45:00,313
5/28/2016,1:00:00,313
5/28/2016,1:15:00,313
5/28/2016,1:30:00,313
5/28/2016,1:45:00,313
5/28/2016,2:00:00,313
5/28/2016,2:15:00,313
5/28/2016,2:30:00,313
5/28/2016,2:45:00,313
5/28/2016,3:00:00,313
5/28/2016,3:15:00,313
5/28/2016,3:30:00,313
5/28/2016,3:45:00,313
5/28/2016,4:00:00,313
5/28/2016,4:15:00,313
5/28/2016,4:30:00,313
5/28/2016,4:45:00,313
5/28/2016,5:00:00,313
5/28/2016,5:15:00,313
5/28/2016,5:30:00,313
5/28/2016,5:45:00,313
5/28/2016,6:00:00,312
5/28/2016,6:15:00,313
5/28/2016,6:30:00,313
5/28/2016,6:45:00,313
5/28/2016,7:00:00,313
5/28/2016,7:15:00,313
5/28/2016,7:30:00,313
5/28/2016,7:45:00,312
5/28/2016,8:00:00,313
5/28/2016,8:15:00,312
5/28/2016,8:30:00,313
5/28/2016,8:45:00,313
5/28/2016,9:00:00,312
5/28/2016,9:15:00,312
5/28/2016,9:30:00,312
5/28/2016,9:45:00,312
5/28/2016,10:00:00,312
5/28/2016,10:15:00,312
5/28/2016,10:30:00,311
5/28/2016,10:45:00,312
5/28/2016,11:00:00,311
5/28/2016,11:15:00,310
5/28/2016,11:30:00,310
5/28/2016,11:45:00,311
5/28/2016,12:00:00,311
5/28/2016,12:15:00,310
5/28/2016,12:30:00,310
5/28/2016,12:45:00,310
5/28/2016,13:00:00,309
5/28/2016,13:15:00,309
5/28/2016,13:30:00,309
5/28/2016,13:45:00,309
5/28/2016,14:00:00,309
5/28/2016,14:15:00,308
5/28/2016,14:30:00,308
5/28/2016,14:45:00,309
5/28/2016,15:00:00,308
5/28/2016,15:15:00,307
5/28/2016,15:30:00,308
5/28/2016,15:45:00,307
5/28/2016,16:00:00,308
5/28/2016,16:15:00,308
5/28/2016,16:30:00,308
5/28/2016,16:45:00,308
5/28/2016,17:00:00,308
5/28/2016,17:15:00,308
5/28/2016,17:30:00,308
5/28/2016,17:45:00,308
5/28/2016,18:00:00,307
5/28/2016,18:15:00,307
5/28/2016,18:30:00,307
5/28/2016,18:45:00,307
5/28/2016,19:00:00,307
5/28/2016,19:15:00,308
5/28/2016,19:30:00,308
5/28/2016,19:45:00,307
5/28/2016,20:00:00,307
5/28/2016,20:15:00,307
5/28/2016,20:30:00,307
5/28/2016,20:45:00,307
5/28/2016,21:00:00,306
5/28/2016,21:15:00,306
5/28/2016,21:30:00,305
5/28/2016,21:45:00,305
5/28/2016,22:00:00,305
5/28/2016,22:15:00,305
5/28/2016,22:30:00,305
5/28/2016,22:45:00,305
5/28/2016,23:00:00,305
5/28/2016,23:15:00,305
5/28/2016,23:30:00,305
5/28/2016,23:45:00,305
5/29/2016,0:00:00,305
5/29/2016,0:15:00,304
5/29/2016,0:30:00,304
5/29/2016,0:45:00,304
5/29/2016,1:00:00,304
5/29/2016,1:15:00,304
5/29/2016,1:30:00,304
5/29/2016,1:45:00,304
5/29/2016,2:00:00,304
5/29/2016,2:15:00,303
5/29/2016,2:30:00,304
